x,y,z,value,lat,long
2,8,7,5.024992833233282,40.64588,-111.8477778
2,8,8,5.440736634947946,40.62236,-111.8477778
2,8,9,6.083513556244155,40.59885,-111.8477778
2,9,0,3.6032068033432845,40.81048,-111.8285814
2,9,1,4.069428926704543,40.78696,-111.8285814
2,9,2,5.232666794492927,40.76345,-111.8285814
2,9,3,5.5054712652738615,40.73993,-111.8285814
2,9,4,6.356370784519186,40.71642,-111.8285814
2,9,5,6.727830826462239,40.69291,-111.8285814
2,9,6,5.161858468484235,40.66939,-111.8285814
2,9,7,5.802790387411321,40.64588,-111.8285814
2,9,8,5.365507814009659,40.62236,-111.8285814
2,9,9,5.089511881355877,40.59885,-111.8285814
2,10,0,4.057150780011847,40.81048,-111.809385
2,10,1,4.3213769910960735,40.78696,-111.809385
2,10,2,5.015189529526976,40.76345,-111.809385
2,10,3,4.875355730127064,40.73993,-111.809385
2,10,4,5.365007113657913,40.71642,-111.809385
2,10,5,5.194057515815369,40.69291,-111.809385
2,10,6,4.71198656545421,40.66939,-111.809385
2,10,7,4.862029735311228,40.64588,-111.809385
2,10,8,4.844775860441263,40.62236,-111.809385
2,10,9,5.1381514529224175,40.59885,-111.809385
2,11,0,4.348969452689084,40.81048,-111.7901886
2,11,1,4.404222891015831,40.78696,-111.7901886
2,11,2,4.5512191992373685,40.76345,-111.7901886
2,11,3,4.507334124709261,40.73993,-111.7901886
2,11,4,5.357226670834492,40.71642,-111.7901886
2,11,5,4.583708739941056,40.69291,-111.7901886
2,11,6,4.559397819445572,40.66939,-111.7901886
2,11,7,4.951377213973942,40.64588,-111.7901886
2,11,8,5.066765641402725,40.62236,-111.7901886
2,11,9,4.945716326254229,40.59885,-111.7901886
2,12,0,4.377285275187673,40.81048,-111.7709922
2,12,1,4.3761735439633265,40.78696,-111.7709922
2,12,2,4.528997121069736,40.76345,-111.7709922
2,12,3,4.452291766415633,40.73993,-111.7709922
2,12,4,4.29862880154258,40.71642,-111.7709922
2,12,5,4.510223103990592,40.69291,-111.7709922
2,12,6,4.662483598881296,40.66939,-111.7709922
2,12,7,4.483165704663861,40.64588,-111.7709922
2,12,8,4.75032067897895,40.62236,-111.7709922
2,12,9,4.790062132697356,40.59885,-111.7709922
2,13,0,4.420425386420681,40.81048,-111.7517958
2,13,1,4.107509659792059,40.78696,-111.7517958
2,13,2,4.507409022843912,40.76345,-111.7517958
2,13,3,4.425437076357313,40.73993,-111.7517958
2,13,4,4.158848016343084,40.71642,-111.7517958
2,13,5,4.495385326751879,40.69291,-111.7517958
2,13,6,4.217890730070649,40.66939,-111.7517958
2,13,7,4.149810874860627,40.64588,-111.7517958
2,13,8,4.466317479029465,40.62236,-111.7517958
2,13,9,4.672306184157052,40.59885,-111.7517958
2,14,0,4.400293882233258,40.81048,-111.7325994
2,14,1,4.247586695880545,40.78696,-111.7325994
2,14,2,4.357927078173631,40.76345,-111.7325994
2,14,3,4.396841061299099,40.73993,-111.7325994
2,14,4,4.226556296168993,40.71642,-111.7325994
2,14,5,4.381828655068664,40.69291,-111.7325994
2,14,6,4.284665184794953,40.66939,-111.7325994
2,14,7,4.332810863300393,40.64588,-111.7325994
2,14,8,3.8799194931908696,40.62236,-111.7325994
2,14,9,4.477696180818479,40.59885,-111.7325994
2,15,0,4.256971651218388,40.81048,-111.713403
2,15,1,4.006017759455539,40.78696,-111.713403
2,15,2,4.123622268036161,40.76345,-111.713403
2,15,3,4.222104805857738,40.73993,-111.713403
2,15,4,4.032686920969421,40.71642,-111.713403
2,15,5,4.306376112544558,40.69291,-111.713403
2,15,6,4.093634138980498,40.66939,-111.713403
2,15,7,4.343963018796569,40.64588,-111.713403
2,15,8,3.827778092541827,40.62236,-111.713403
2,15,9,4.274243585927327,40.59885,-111.713403
3,0,0,5.783694095819298,40.81048,-112.001349
3,0,1,5.8021510452141,40.78696,-112.001349
3,0,2,5.865356066745173,40.76345,-112.001349
3,0,3,6.227683062475689,40.73993,-112.001349
3,0,4,6.5728515397565115,40.71642,-112.001349
3,0,5,6.366293271305162,40.69291,-112.001349
3,0,6,6.333299063345879,40.66939,-112.001349
3,0,7,6.355981529007862,40.64588,-112.001349
3,0,8,6.184601979194169,40.62236,-112.001349
3,0,9,6.107705766150875,40.59885,-112.001349
3,1,0,5.661879143340983,40.81048,-111.9821526
3,1,1,5.7849477520060155,40.78696,-111.9821526
3,1,2,5.769581077658305,40.76345,-111.9821526
3,1,3,6.317519036290243,40.73993,-111.9821526
3,1,4,6.656795459449691,40.71642,-111.9821526
3,1,5,6.290314222831161,40.69291,-111.9821526
3,1,6,6.175247043459559,40.66939,-111.9821526
3,1,7,6.380322486985515,40.64588,-111.9821526
3,1,8,6.074052278942657,40.62236,-111.9821526
3,1,9,5.893851654300635,40.59885,-111.9821526
3,2,0,5.731953964177664,40.81048,-111.9629562
3,2,1,6.029129497033887,40.78696,-111.9629562
3,2,2,6.080682191285127,40.76345,-111.9629562
3,2,3,6.608436843060913,40.73993,-111.9629562
3,2,4,6.766960588235191,40.71642,-111.9629562
3,2,5,5.98192012487995,40.69291,-111.9629562
3,2,6,5.908073530247654,40.66939,-111.9629562
3,2,7,6.248033439085973,40.64588,-111.9629562
3,2,8,5.882505357782842,40.62236,-111.9629562
3,2,9,5.630912714770062,40.59885,-111.9629562
3,3,0,5.7681731289893285,40.81048,-111.9437598
3,3,1,6.251511313452029,40.78696,-111.9437598
3,3,2,6.87246741078697,40.76345,-111.9437598
3,3,3,6.608558269885908,40.73993,-111.9437598
3,3,4,6.044453775315373,40.71642,-111.9437598
3,3,5,5.379734266586732,40.69291,-111.9437598
3,3,6,5.331070660517024,40.66939,-111.9437598
3,3,7,6.514383092691331,40.64588,-111.9437598
3,3,8,5.69305018184726,40.62236,-111.9437598
3,3,9,5.338403355586228,40.59885,-111.9437598
3,4,0,5.936506190918394,40.81048,-111.9245634
3,4,1,6.764042533539772,40.78696,-111.9245634
3,4,2,6.615502705844833,40.76345,-111.9245634
3,4,3,6.298536880733068,40.73993,-111.9245634
3,4,4,5.320548316929948,40.71642,-111.9245634
3,4,5,4.866455300586481,40.69291,-111.9245634
3,4,6,5.052363615208407,40.66939,-111.9245634
3,4,7,5.621707636052025,40.64588,-111.9245634
3,4,8,8.077252428522126,40.62236,-111.9245634
3,4,9,5.09559923269201,40.59885,-111.9245634
3,5,0,5.68157417057275,40.81048,-111.905367
3,5,1,6.286500339945287,40.78696,-111.905367
3,5,2,6.726393679465198,40.76345,-111.905367
3,5,3,5.786515245821872,40.73993,-111.905367
3,5,4,5.365743883514465,40.71642,-111.905367
3,5,5,6.044397347451557,40.69291,-111.905367
3,5,6,5.004784425578283,40.66939,-111.905367
3,5,7,6.2697585742380015,40.64588,-111.905367
3,5,8,6.318265787980749,40.62236,-111.905367
