x,y,z,value,lat,long
26,8,4,3.4135103594247203,40.71642,-111.8477778
26,8,5,3.4939448054033027,40.69291,-111.8477778
26,8,6,3.4567145795367398,40.66939,-111.8477778
26,8,7,3.8998630897242843,40.64588,-111.8477778
26,8,8,3.5489894581496637,40.62236,-111.8477778
26,8,9,3.9857111822383056,40.59885,-111.8477778
26,9,0,2.5585695709328005,40.81048,-111.8285814
26,9,1,2.783851022388389,40.78696,-111.8285814
26,9,2,3.6957382260235208,40.76345,-111.8285814
26,9,3,3.5377538388257284,40.73993,-111.8285814
26,9,4,3.0234286331319087,40.71642,-111.8285814
26,9,5,3.082077493500691,40.69291,-111.8285814
26,9,6,3.112913629063644,40.66939,-111.8285814
26,9,7,3.9634593369365483,40.64588,-111.8285814
26,9,8,4.330462481747579,40.62236,-111.8285814
26,9,9,4.325936847572673,40.59885,-111.8285814
26,10,0,3.053784264262244,40.81048,-111.809385
26,10,1,3.270534590322857,40.78696,-111.809385
26,10,2,3.2386000319375996,40.76345,-111.809385
26,10,3,3.2808815026997933,40.73993,-111.809385
26,10,4,2.987053305212844,40.71642,-111.809385
26,10,5,2.8804443083555644,40.69291,-111.809385
26,10,6,3.7966527524839346,40.66939,-111.809385
26,10,7,4.197742333184454,40.64588,-111.809385
26,10,8,4.175289840135853,40.62236,-111.809385
26,10,9,4.656677066018565,40.59885,-111.809385
26,11,0,3.4931204553671877,40.81048,-111.7901886
26,11,1,3.309486351889909,40.78696,-111.7901886
26,11,2,3.964727496225701,40.76345,-111.7901886
26,11,3,3.720686221976366,40.73993,-111.7901886
26,11,4,3.2656033675435143,40.71642,-111.7901886
26,11,5,4.021713335090272,40.69291,-111.7901886
26,11,6,3.9788043521081895,40.66939,-111.7901886
26,11,7,4.412600072032364,40.64588,-111.7901886
26,11,8,4.520261259391104,40.62236,-111.7901886
26,11,9,4.603822992426408,40.59885,-111.7901886
26,12,0,3.934878268378452,40.81048,-111.7709922
26,12,1,3.371989290384192,40.78696,-111.7709922
26,12,2,4.177776010079904,40.76345,-111.7709922
26,12,3,4.061437553767082,40.73993,-111.7709922
26,12,4,3.2954215117880112,40.71642,-111.7709922
26,12,5,4.149278866959651,40.69291,-111.7709922
26,12,6,4.399318894991436,40.66939,-111.7709922
26,12,7,3.807049674966211,40.64588,-111.7709922
26,12,8,4.542878948183437,40.62236,-111.7709922
26,12,9,4.608163620952038,40.59885,-111.7709922
26,13,0,4.249117155945589,40.81048,-111.7517958
26,13,1,3.7164878509443158,40.78696,-111.7517958
26,13,2,4.391194593719913,40.76345,-111.7517958
26,13,3,4.26714887615715,40.73993,-111.7517958
26,13,4,3.668153530713673,40.71642,-111.7517958
26,13,5,4.3827341972390474,40.69291,-111.7517958
26,13,6,3.7584649513962267,40.66939,-111.7517958
26,13,7,3.555876201366102,40.64588,-111.7517958
26,13,8,4.307100559247051,40.62236,-111.7517958
26,13,9,4.67146669288043,40.59885,-111.7517958
26,14,0,4.464973844226039,40.81048,-111.7325994
26,14,1,4.230856429494213,40.78696,-111.7325994
26,14,2,4.405751031547485,40.76345,-111.7325994
26,14,3,4.469584157347031,40.73993,-111.7325994
26,14,4,4.2080617203121955,40.71642,-111.7325994
26,14,5,4.452891150795871,40.69291,-111.7325994
26,14,6,4.097954748287941,40.66939,-111.7325994
26,14,7,4.380439835312668,40.64588,-111.7325994
26,14,8,2.9871390656479826,40.62236,-111.7325994
26,14,9,4.615180060205697,40.59885,-111.7325994
26,15,0,4.489281300685381,40.81048,-111.713403
26,15,1,4.102313411210491,40.78696,-111.713403
26,15,2,4.288416415489941,40.76345,-111.713403
26,15,3,4.444785969990664,40.73993,-111.713403
26,15,4,4.1521008314814045,40.71642,-111.713403
26,15,5,4.58229568352267,40.69291,-111.713403
26,15,6,4.238371492333973,40.66939,-111.713403
26,15,7,4.404001988824943,40.64588,-111.713403
26,15,8,3.6955951649817873,40.62236,-111.713403
26,15,9,4.542653953427477,40.59885,-111.713403
27,0,0,3.345639230517862,40.81048,-112.001349
27,0,1,3.3739385038796073,40.78696,-112.001349
27,0,2,3.4429860668257657,40.76345,-112.001349
27,0,3,3.3726457837221737,40.73993,-112.001349
27,0,4,3.6446717263986432,40.71642,-112.001349
27,0,5,3.4578111948002883,40.69291,-112.001349
27,0,6,3.462962122216802,40.66939,-112.001349
27,0,7,3.5100846189156236,40.64588,-112.001349
27,0,8,3.787366363263619,40.62236,-112.001349
27,0,9,3.9366524887942704,40.59885,-112.001349
27,1,0,3.290604990858715,40.81048,-111.9821526
27,1,1,3.314930270332974,40.78696,-111.9821526
27,1,2,3.3662848630678024,40.76345,-111.9821526
27,1,3,3.448253610356065,40.73993,-111.9821526
27,1,4,3.6192127040299034,40.71642,-111.9821526
27,1,5,3.401875838086754,40.69291,-111.9821526
27,1,6,3.3836882530109103,40.66939,-111.9821526
27,1,7,3.3515181519848642,40.64588,-111.9821526
27,1,8,3.731957487850246,40.62236,-111.9821526
27,1,9,3.994381762682234,40.59885,-111.9821526
27,2,0,3.267594258434573,40.81048,-111.9629562
27,2,1,3.1916256434295134,40.78696,-111.9629562
27,2,2,3.1224371603499668,40.76345,-111.9629562
27,2,3,3.782819813343266,40.73993,-111.9629562
27,2,4,3.2692837295939863,40.71642,-111.9629562
27,2,5,3.4061471956986806,40.69291,-111.9629562
27,2,6,3.328807897428541,40.66939,-111.9629562
27,2,7,3.3734394061990005,40.64588,-111.9629562
27,2,8,3.929193183592319,40.62236,-111.9629562
27,2,9,4.088664031326758,40.59885,-111.9629562
27,3,0,3.548868879385742,40.81048,-111.9437598
27,3,1,3.8907947289122675,40.78696,-111.9437598
27,3,2,4.27551661845741,40.76345,-111.9437598
27,3,3,4.08948542606726,40.73993,-111.9437598
27,3,4,3.518472212720106,40.71642,-111.9437598
27,3,5,3.503023369840403,40.69291,-111.9437598
27,3,6,3.3706844505837816,40.66939,-111.9437598
27,3,7,3.0783438617023133,40.64588,-111.9437598
27,3,8,4.596185913105673,40.62236,-111.9437598
27,3,9,4.105233238867987,40.59885,-111.9437598
27,4,0,3.754321442597581,40.81048,-111.9245634
27,4,1,4.3149694550502335,40.78696,-111.9245634
27,4,2,4.229322082680021,40.76345,-111.9245634
27,4,3,3.953867763598208,40.73993,-111.9245634
27,4,4,3.646701870050685,40.71642,-111.9245634
27,4,5,3.5136935810909864,40.69291,-111.9245634
27,4,6,3.420625490766185,40.66939,-111.9245634
27,4,7,3.7321250815631615,40.64588,-111.9245634
27,4,8,6.7309847046339675,40.62236,-111.9245634
27,4,9,3.857746105184315,40.59885,-111.9245634
27,5,0,3.637134466682756,40.81048,-111.905367
27,5,1,3.856972780303276,40.78696,-111.905367
27,5,2,3.98412822005802,40.76345,-111.905367
27,5,3,3.5560787818780977,40.73993,-111.905367
27,5,4,3.520662237797975,40.71642,-111.905367
27,5,5,3.82501778344014,40.69291,-111.905367
27,5,6,3.37935302028045,40.66939,-111.905367
27,5,7,3.608584067062244,40.64588,-111.905367
27,5,8,4.274650650690544,40.62236,-111.905367
27,5,9,4.903566904458899,40.59885,-111.905367
27,6,0,3.447411537812676,40.81048,-111.8861706
27,6,1,3.569782750264696,40.78696,-111.8861706
27,6,2,3.0791907887486607,40.76345,-111.8861706
27,6,3,3.630586882741032,40.73993,-111.8861706
27,6,4,3.4752931214462457,40.71642,-111.8861706
27,6,5,3.2893829603343825,40.69291,-111.8861706
27,6,6,2.999675434213374,40.66939,-111.8861706
27,6,7,3.3378419504081736,40.64588,-111.8861706
27,6,8,2.9522226656550288,40.62236,-111.8861706
27,6,9,4.352639295226944,40.59885,-111.8861706
27,7,0,3.1903474185186016,40.81048,-111.8669742
27,7,1,3.5947051693285714,40.78696,-111.8669742
27,7,2,3.1390833977397414,40.76345,-111.8669742
27,7,3,3.5049999321402394,40.73993,-111.8669742
27,7,4,4.043821593143235,40.71642,-111.8669742
27,7,5,4.481876093511378,40.69291,-111.8669742
27,7,6,3.5879444180521394,40.66939,-111.8669742
27,7,7,3.0274562590636287,40.64588,-111.8669742
27,7,8,4.516123913729035,40.62236,-111.8669742
27,7,9,4.096502680407614,40.59885,-111.8669742
27,8,0,2.4520479277111584,40.81048,-111.8477778
27,8,1,3.532646567765069,40.78696,-111.8477778
27,8,2,3.435000484113739,40.76345,-111.8477778
27,8,3,2.9970831830845808,40.73993,-111.8477778
27,8,4,3.8475110819425904,40.71642,-111.8477778
27,8,5,4.577040359204023,40.69291,-111.8477778
27,8,6,5.082234382180667,40.66939,-111.8477778
27,8,7,3.53884670419778,40.64588,-111.8477778
27,8,8,3.5843857568336883,40.62236,-111.8477778
27,8,9,4.1094222595335586,40.59885,-111.8477778
27,9,0,2.5943355853372823,40.81048,-111.8285814
27,9,1,2.835000440952509,40.78696,-111.8285814
27,9,2,3.8596085595886374,40.76345,-111.8285814
27,9,3,3.804513206510268,40.73993,-111.8285814
27,9,4,3.2094738707392847,40.71642,-111.8285814
27,9,5,4.295855922133446,40.69291,-111.8285814
27,9,6,3.20956549952614,40.66939,-111.8285814
27,9,7,3.729038486801155,40.64588,-111.8285814
27,9,8,4.377213688087469,40.62236,-111.8285814
27,9,9,4.355336288869681,40.59885,-111.8285814
27,10,0,3.087831508935518,40.81048,-111.809385
27,10,1,3.2975828353657954,40.78696,-111.809385
27,10,2,3.3681260908757356,40.76345,-111.809385
27,10,3,3.307109062980266,40.73993,-111.809385
27,10,4,2.886104924927057,40.71642,-111.809385
27,10,5,2.8090575923539527,40.69291,-111.809385
27,10,6,3.8322668087628537,40.66939,-111.809385
27,10,7,4.218914294911852,40.64588,-111.809385
27,10,8,4.20396764923496,40.62236,-111.809385
27,10,9,4.696118251909988,40.59885,-111.809385
27,11,0,3.5282889598484606,40.81048,-111.7901886
27,11,1,3.348780208499223,40.78696,-111.7901886
27,11,2,4.004126011920695,40.76345,-111.7901886
27,11,3,3.758358027837091,40.73993,-111.7901886
27,11,4,3.2825599694710057,40.71642,-111.7901886
27,11,5,4.054713613138499,40.69291,-111.7901886
27,11,6,4.0110189669442775,40.66939,-111.7901886
27,11,7,4.385799610823013,40.64588,-111.7901886
27,11,8,4.4930275485138615,40.62236,-111.7901886
27,11,9,4.643263390089449,40.59885,-111.7901886
27,12,0,3.974319403134609,40.81048,-111.7709922
27,12,1,3.394739179794362,40.78696,-111.7709922
27,12,2,4.2172172236823915,40.76345,-111.7709922
27,12,3,4.100839037953054,40.73993,-111.7709922
27,12,4,3.3166694189597594,40.71642,-111.7709922
27,12,5,4.188015432096161,40.69291,-111.7709922
27,12,6,4.438759461099862,40.66939,-111.7709922
27,12,7,3.895903477204053,40.64588,-111.7709922
27,12,8,4.582318895913876,40.62236,-111.7709922
27,12,9,4.647603505479363,40.59885,-111.7709922
27,13,0,4.288558371935191,40.81048,-111.7517958
27,13,1,3.755704132248558,40.78696,-111.7517958
27,13,2,4.430635809709426,40.76345,-111.7517958
27,13,3,4.3065900891120705,40.73993,-111.7517958
27,13,4,3.7176306164335324,40.71642,-111.7517958
27,13,5,4.422175371513663,40.69291,-111.7517958
27,13,6,3.784417649574464,40.66939,-111.7517958
27,13,7,3.577794199153344,40.64588,-111.7517958
27,13,8,4.343766171858697,40.62236,-111.7517958
27,13,9,4.710907794915883,40.59885,-111.7517958
27,14,0,4.5044150602156705,40.81048,-111.7325994
27,14,1,4.2702976454770045,40.78696,-111.7325994
27,14,2,4.445192247537029,40.76345,-111.7325994
27,14,3,4.509025373336416,40.73993,-111.7325994
27,14,4,4.247497949684507,40.71642,-111.7325994
27,14,5,4.492332364647538,40.69291,-111.7325994
27,14,6,4.169528822258618,40.66939,-111.7325994
27,14,7,4.419675416734863,40.64588,-111.7325994
27,14,8,3.003681733859248,40.62236,-111.7325994
27,14,9,4.654618489646278,40.59885,-111.7325994
27,15,0,4.528722516675012,40.81048,-111.713403
27,15,1,4.141754622048713,40.78696,-111.713403
27,15,2,4.327857631441585,40.76345,-111.713403
27,15,3,4.484227185979113,40.73993,-111.713403
27,15,4,4.1914475987912985,40.71642,-111.713403
27,15,5,4.621736899506633,40.69291,-111.713403
27,15,6,4.276735776797987,40.66939,-111.713403
27,15,7,4.407329024554404,40.64588,-111.713403
27,15,8,3.7155820581288825,40.62236,-111.713403
27,15,9,4.5819917493196725,40.59885,-111.713403
28,0,0,3.378884376525473,40.81048,-112.001349
28,0,1,3.4050383977725547,40.78696,-112.001349
28,0,2,3.4733220438821633,40.76345,-112.001349
28,0,3,3.3719850750713825,40.73993,-112.001349
28,0,4,3.7257304164760705,40.71642,-112.001349
28,0,5,3.596970989485422,40.69291,-112.001349
28,0,6,3.5728395284361363,40.66939,-112.001349
28,0,7,3.596853591574604,40.64588,-112.001349
28,0,8,3.8729183777729497,40.62236,-112.001349
28,0,9,4.005626017316029,40.59885,-112.001349
28,1,0,3.316759845052144,40.81048,-111.9821526
28,1,1,3.330733488913277,40.78696,-111.9821526
28,1,2,3.3895030438796714,40.76345,-111.9821526
28,1,3,3.4485990217552116,40.73993,-111.9821526
28,1,4,3.746711343476103,40.71642,-111.9821526
28,1,5,3.579422954631741,40.69291,-111.9821526
28,1,6,3.5047699933064047,40.66939,-111.9821526
28,1,7,3.4444555315941536,40.64588,-111.9821526
28,1,8,3.8259718892938275,40.62236,-111.9821526
28,1,9,4.064528583343475,40.59885,-111.9821526
28,2,0,3.27846169305582,40.81048,-111.9629562
28,2,1,3.1765691268970087,40.78696,-111.9629562
28,2,2,3.0697659653370053,40.76345,-111.9629562
28,2,3,3.745541880574734,40.73993,-111.9629562
28,2,4,3.519137424629968,40.71642,-111.9629562
28,2,5,3.600242183075061,40.69291,-111.9629562
28,2,6,3.4530946556563054,40.66939,-111.9629562
28,2,7,3.489487942581371,40.64588,-111.9629562
28,2,8,4.0554710077482135,40.62236,-111.9629562
28,2,9,4.151791546760514,40.59885,-111.9629562
28,3,0,3.5250919587998943,40.81048,-111.9437598
28,3,1,3.7691245706781253,40.78696,-111.9437598
28,3,2,4.052788192344178,40.76345,-111.9437598
28,3,3,3.9937010574807674,40.73993,-111.9437598
28,3,4,3.697348878321606,40.71642,-111.9437598
28,3,5,3.6576539914157395,40.69291,-111.9437598
28,3,6,3.4781608671123814,40.66939,-111.9437598
28,3,7,3.1603196434952507,40.64588,-111.9437598
28,3,8,4.704242381709205,40.62236,-111.9437598
28,3,9,4.15390352954823,40.59885,-111.9437598
28,4,0,3.6873500505906485,40.81048,-111.9245634
28,4,1,4.1031026445027905,40.78696,-111.9245634
28,4,2,3.9717947711425046,40.76345,-111.9245634
28,4,3,3.8035930602726693,40.73993,-111.9245634
28,4,4,3.6561022880828444,40.71642,-111.9245634
28,4,5,3.566326182763528,40.69291,-111.9245634
28,4,6,3.489276295013536,40.66939,-111.9245634
28,4,7,3.7965225407653853,40.64588,-111.9245634
28,4,8,6.457945438223502,40.62236,-111.9245634
28,4,9,3.925712490683194,40.59885,-111.9245634
28,5,0,3.6132212259989314,40.81048,-111.905367
28,5,1,3.7904102136175153,40.78696,-111.905367
28,5,2,3.857605624856827,40.76345,-111.905367
28,5,3,3.391403735902581,40.73993,-111.905367
28,5,4,3.303939353001389,40.71642,-111.905367
28,5,5,3.6396119170793235,40.69291,-111.905367
28,5,6,3.3994150754657446,40.66939,-111.905367
28,5,7,3.684110760232087,40.64588,-111.905367
28,5,8,4.273026304773517,40.62236,-111.905367
28,5,9,4.952789562118896,40.59885,-111.905367
28,6,0,3.535864221775885,40.81048,-111.8861706
28,6,1,3.617019064256591,40.78696,-111.8861706
28,6,2,3.246684088404243,40.76345,-111.8861706
28,6,3,3.4822315434211797,40.73993,-111.8861706
28,6,4,2.8863919869039845,40.71642,-111.8861706
28,6,5,3.090616391034802,40.69291,-111.8861706
28,6,6,2.9714291965043964,40.66939,-111.8861706
28,6,7,3.378543724525901,40.64588,-111.8861706
28,6,8,2.8780349640988017,40.62236,-111.8861706
28,6,9,4.392721945011369,40.59885,-111.8861706
28,7,0,3.2146749179724674,40.81048,-111.8669742
28,7,1,3.7919294087568396,40.78696,-111.8669742
28,7,2,3.2683081316744227,40.76345,-111.8669742
28,7,3,3.3552725347316574,40.73993,-111.8669742
28,7,4,3.6857046985949795,40.71642,-111.8669742
28,7,5,4.499328696125296,40.69291,-111.8669742
28,7,6,3.517965301588243,40.66939,-111.8669742
28,7,7,2.97504115720209,40.64588,-111.8669742
28,7,8,4.5376915769976724,40.62236,-111.8669742
28,7,9,4.156418499129633,40.59885,-111.8669742
28,8,0,2.4253724485181114,40.81048,-111.8477778
28,8,1,3.6774192015983624,40.78696,-111.8477778
28,8,2,3.541996706402808,40.76345,-111.8477778
28,8,3,3.0257485333603573,40.73993,-111.8477778
28,8,4,3.705712744821272,40.71642,-111.8477778
28,8,5,3.86431804102563,40.69291,-111.8477778
28,8,6,3.5069954315534173,40.66939,-111.8477778
28,8,7,3.438746132908371,40.64588,-111.8477778
28,8,8,3.6564059452045234,40.62236,-111.8477778
28,8,9,4.13246875863547,40.59885,-111.8477778
28,9,0,2.5661599409172013,40.81048,-111.8285814
28,9,1,2.895129208657063,40.78696,-111.8285814
28,9,2,4.114706858207023,40.76345,-111.8285814
28,9,3,3.850578933863995,40.73993,-111.8285814
28,9,4,3.1873569018439865,40.71642,-111.8285814
28,9,5,3.158662430455408,40.69291,-111.8285814
28,9,6,3.0957282634753738,40.66939,-111.8285814
28,9,7,3.756131192155929,40.64588,-111.8285814
28,9,8,4.460498226107186,40.62236,-111.8285814
28,9,9,4.399746055922076,40.59885,-111.8285814
28,10,0,3.094961973276002,40.81048,-111.809385
28,10,1,3.3206129469816985,40.78696,-111.809385
28,10,2,3.421328096028784,40.76345,-111.809385
28,10,3,3.3557316656129546,40.73993,-111.809385
28,10,4,2.9294656061203908,40.71642,-111.809385
28,10,5,2.8814370767340236,40.69291,-111.809385
28,10,6,3.865187476503545,40.66939,-111.809385
28,10,7,4.268876450204994,40.64588,-111.809385
28,10,8,4.247356775227441,40.62236,-111.809385
28,10,9,4.735559444404233,40.59885,-111.809385
28,11,0,3.5604678237778815,40.81048,-111.7901886
28,11,1,3.3719069254169374,40.78696,-111.7901886
28,11,2,4.043532850485048,40.76345,-111.7901886
28,11,3,3.8023749779409974,40.73993,-111.7901886
28,11,4,3.3187510512580807,40.71642,-111.7901886
28,11,5,4.096138892238734,40.69291,-111.7901886
28,11,6,4.050730773845511,40.66939,-111.7901886
28,11,7,4.478875961326268,40.64588,-111.7901886
28,11,8,4.591549305130785,40.62236,-111.7901886
28,11,9,4.6827039492918905,40.59885,-111.7901886
28,12,0,4.01376055223434,40.81048,-111.7709922
28,12,1,3.4171209370526405,40.78696,-111.7709922
28,12,2,4.256658437734475,40.76345,-111.7709922
28,12,3,4.14024817162761,40.73993,-111.7709922
28,12,4,3.3307706558343284,40.71642,-111.7709922
28,12,5,4.226931125485411,40.69291,-111.7709922
28,12,6,4.478200205316339,40.66939,-111.7709922
28,12,7,4.042068130229652,40.64588,-111.7709922
28,12,8,4.621759168826153,40.62236,-111.7709922
28,12,9,4.687043604173087,40.59885,-111.7709922
28,13,0,4.327999587924798,40.81048,-111.7517958
28,13,1,3.7972890615208663,40.78696,-111.7517958
28,13,2,4.470077025698962,40.76345,-111.7517958
28,13,3,4.346031302659341,40.73993,-111.7517958
28,13,4,3.7843882347364306,40.71642,-111.7517958
28,13,5,4.461616555618108,40.69291,-111.7517958
28,13,6,3.8139456336727204,40.66939,-111.7517958
28,13,7,3.609626706551352,40.64588,-111.7517958
28,13,8,4.381059410456481,40.62236,-111.7517958
28,13,9,4.750348908230052,40.59885,-111.7517958
28,14,0,4.543856276205301,40.81048,-111.7325994
28,14,1,4.309738861461016,40.78696,-111.7325994
28,14,2,4.484633463526588,40.76345,-111.7325994
28,14,3,4.54846658932585,40.73993,-111.7325994
28,14,4,4.286935198373351,40.71642,-111.7325994
28,14,5,4.531773578951772,40.69291,-111.7325994
28,14,6,4.315041881420255,40.66939,-111.7325994
28,14,7,4.458951389676589,40.64588,-111.7325994
28,14,8,3.026099970803737,40.62236,-111.7325994
28,14,9,4.694056988256266,40.59885,-111.7325994
28,15,0,4.568163732664643,40.81048,-111.713403
28,15,1,4.181195833789153,40.78696,-111.713403
28,15,2,4.367298847400038,40.76345,-111.713403
28,15,3,4.52366840196778,40.73993,-111.713403
28,15,4,4.230812134634609,40.71642,-111.713403
28,15,5,4.661178115491646,40.69291,-111.713403
28,15,6,4.315282499080679,40.66939,-111.713403
28,15,7,4.540223922944271,40.64588,-111.713403
28,15,8,3.751829674583614,40.62236,-111.713403
28,15,9,4.621328265574769,40.59885,-111.713403
29,0,0,3.237660655395675,40.81048,-112.001349
29,0,1,3.281123583561371,40.78696,-112.001349
29,0,2,3.3624614559227504,40.76345,-112.001349
29,0,3,3.328048305258068,40.73993,-112.001349
29,0,4,3.55960537717981,40.71642,-112.001349
29,0,5,3.4243677203476115,40.69291,-112.001349
29,0,6,3.458330933062585,40.66939,-112.001349
29,0,7,3.5209840708522395,40.64588,-112.001349
29,0,8,3.813320215716981,40.62236,-112.001349
29,0,9,3.9593595974260003,40.59885,-112.001349
29,1,0,3.2092361682179,40.81048,-111.9821526
29,1,1,3.245712079715168,40.78696,-111.9821526
29,1,2,3.30667686545016,40.76345,-111.9821526
29,1,3,3.41435062717009,40.73993,-111.9821526
29,1,4,3.5269479575838893,40.71642,-111.9821526
29,1,5,3.37707380610144,40.69291,-111.9821526
29,1,6,3.3916856265860083,40.66939,-111.9821526
29,1,7,3.3750131774243983,40.64588,-111.9821526
29,1,8,3.762564768386482,40.62236,-111.9821526
29,1,9,4.001653695832302,40.59885,-111.9821526
29,2,0,3.2379549388136057,40.81048,-111.9629562
29,2,1,3.1837027637704955,40.78696,-111.9629562
29,2,2,3.095823466990147,40.76345,-111.9629562
29,2,3,3.6818702069053737,40.73993,-111.9629562
29,2,4,3.143308105465415,40.71642,-111.9629562
29,2,5,3.3924426303149415,40.69291,-111.9629562
29,2,6,3.344904352900355,40.66939,-111.9629562
29,2,7,3.429462023956224,40.64588,-111.9629562
29,2,8,3.9797315816435903,40.62236,-111.9629562
29,2,9,4.05662323856571,40.59885,-111.9629562
29,3,0,3.4891977646393917,40.81048,-111.9437598
29,3,1,3.7572204200074704,40.78696,-111.9437598
29,3,2,4.055499395888146,40.76345,-111.9437598
29,3,3,3.8830911603494846,40.73993,-111.9437598
29,3,4,3.424389290851743,40.71642,-111.9437598
29,3,5,3.49221856024732,40.69291,-111.9437598
29,3,6,3.3761014404441054,40.66939,-111.9437598
29,3,7,3.078811338474272,40.64588,-111.9437598
29,3,8,4.512600580102746,40.62236,-111.9437598
29,3,9,4.036207895616893,40.59885,-111.9437598
29,4,0,3.656087601019472,40.81048,-111.9245634
29,4,1,4.104604678406078,40.78696,-111.9245634
29,4,2,3.8917212121688,40.76345,-111.9245634
29,4,3,3.670324955617436,40.73993,-111.9245634
29,4,4,3.4965028341349496,40.71642,-111.9245634
29,4,5,3.4342138348589057,40.69291,-111.9245634
29,4,6,3.3747656269443564,40.66939,-111.9245634
29,4,7,3.626122711338785,40.64588,-111.9245634
29,4,8,5.653316862087697,40.62236,-111.9245634
29,4,9,3.8629611318304313,40.59885,-111.9245634
29,5,0,3.5979020107391215,40.81048,-111.905367
29,5,1,3.7950165843604617,40.78696,-111.905367
29,5,2,3.835639137861222,40.76345,-111.905367
29,5,3,3.2549833379482505,40.73993,-111.905367
29,5,4,3.1399237336008454,40.71642,-111.905367
29,5,5,3.549656952188872,40.69291,-111.905367
29,5,6,3.281317944425306,40.66939,-111.905367
29,5,7,3.575355316510308,40.64588,-111.905367
29,5,8,4.03834726799643,40.62236,-111.905367
29,5,9,4.935624566539441,40.59885,-111.905367
29,6,0,3.643630831488521,40.81048,-111.8861706
29,6,1,3.6514418813333736,40.78696,-111.8861706
29,6,2,3.23256557335641,40.76345,-111.8861706
29,6,3,3.4190325053974844,40.73993,-111.8861706
29,6,4,2.7049150194243547,40.71642,-111.8861706
29,6,5,2.9454616869373615,40.69291,-111.8861706
29,6,6,2.9415373350881553,40.66939,-111.8861706
29,6,7,3.4232978330147605,40.64588,-111.8861706
29,6,8,2.9687022084000674,40.62236,-111.8861706
29,6,9,4.369169616095276,40.59885,-111.8861706
29,7,0,3.3008079024212793,40.81048,-111.8669742
29,7,1,4.09960285039963,40.78696,-111.8669742
29,7,2,3.2744718503552015,40.76345,-111.8669742
29,7,3,3.3101035006413,40.73993,-111.8669742
29,7,4,3.6286234137448377,40.71642,-111.8669742
29,7,5,4.578768149680839,40.69291,-111.8669742
29,7,6,3.5828296315889037,40.66939,-111.8669742
29,7,7,3.1117076166296624,40.64588,-111.8669742
29,7,8,4.542898278492003,40.62236,-111.8669742
29,7,9,4.291923332252831,40.59885,-111.8669742
29,8,0,2.421740770150783,40.81048,-111.8477778
29,8,1,3.9883907185184477,40.78696,-111.8477778
29,8,2,3.6083222617486532,40.76345,-111.8477778
29,8,3,3.072613981218854,40.73993,-111.8477778
29,8,4,3.935609911215516,40.71642,-111.8477778
29,8,5,4.400289976654077,40.69291,-111.8477778
29,8,6,4.048248438417259,40.66939,-111.8477778
29,8,7,3.5773549723199265,40.64588,-111.8477778
29,8,8,3.9666133424089844,40.62236,-111.8477778
29,8,9,4.27586236251291,40.59885,-111.8477778
29,9,0,2.5687117516160862,40.81048,-111.8285814
29,9,1,2.98688900390489,40.78696,-111.8285814
29,9,2,4.60442904873876,40.76345,-111.8285814
29,9,3,4.179435829458075,40.73993,-111.8285814
29,9,4,3.20886552292449,40.71642,-111.8285814
29,9,5,3.6286877022469852,40.69291,-111.8285814
29,9,6,3.332710328276342,40.66939,-111.8285814
29,9,7,5.1960898264761255,40.64588,-111.8285814
29,9,8,4.456949307366783,40.62236,-111.8285814
29,9,9,4.399351593494752,40.59885,-111.8285814
29,10,0,3.095181132467501,40.81048,-111.809385
29,10,1,3.3600472044036587,40.78696,-111.809385
29,10,2,3.5752237751637628,40.76345,-111.809385
29,10,3,3.3441993332848923,40.73993,-111.809385
29,10,4,3.02405355777332,40.71642,-111.809385
29,10,5,3.6838958261356534,40.69291,-111.809385
29,10,6,4.2402508616346415,40.66939,-111.809385
29,10,7,4.231789271767103,40.64588,-111.809385
29,10,8,4.241459795403244,40.62236,-111.809385
29,10,9,4.6986095925452185,40.59885,-111.809385
29,11,0,3.5362989694085196,40.81048,-111.7901886
29,11,1,3.4378868171370156,40.78696,-111.7901886
29,11,2,3.9854378314082988,40.76345,-111.7901886
29,11,3,3.7978069974243867,40.73993,-111.7901886
29,11,4,3.471786817454106,40.71642,-111.7901886
29,11,5,4.081764109438444,40.69291,-111.7901886
29,11,6,4.042465541032008,40.66939,-111.7901886
29,11,7,4.299495886885173,40.64588,-111.7901886
29,11,8,4.4159473775932785,40.62236,-111.7901886
29,11,9,4.677437418448335,40.59885,-111.7901886
29,12,0,3.915186527154018,40.81048,-111.7709922
29,12,1,3.426930199128503,40.78696,-111.7709922
29,12,2,4.156119203309398,40.76345,-111.7709922
29,12,3,4.105042437496299,40.73993,-111.7709922
29,12,4,3.372143849552949,40.71642,-111.7709922
29,12,5,4.226088724245982,40.69291,-111.7709922
29,12,6,4.4478852914326605,40.66939,-111.7709922
29,12,7,4.124980359250272,40.64588,-111.7709922
29,12,8,4.6173496406586,40.62236,-111.7709922
29,12,9,4.697411455986004,40.59885,-111.7709922
29,13,0,4.158146489776209,40.81048,-111.7517958
29,13,1,3.7961463467492664,40.78696,-111.7517958
29,13,2,4.326541756926733,40.76345,-111.7517958
29,13,3,4.270406301301308,40.73993,-111.7517958
29,13,4,3.8391208493049627,40.71642,-111.7517958
29,13,5,4.419743888919691,40.69291,-111.7517958
29,13,6,3.829266426597023,40.66939,-111.7517958
29,13,7,3.6162170798928637,40.64588,-111.7517958
29,13,8,4.42796275807702,40.62236,-111.7517958
